sender,subject,body,label,id,timestamp,sub_len,body_len,sender_dmn
opportunity@lottery-winner.net,Make $3054/Week From Home - No Experience!,"Make $3054/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,639,2025-07-19T16:02:12,42,295,lottery-winner.net
pharmacy@free-money.co,Pain Relief - 79% OFF No Prescription!,"Get Pain Relief at 79% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,640,2025-07-09T23:19:36,38,227,free-money.co
notifications@shopify.com,Account Activity: Profile Update,"Hello,

This is a notification about your Shopify account regarding: profile update.

Time: 2025-08-03 19:14:26
Location: South Moniqueview, United Kingdom

If this wasn't you, please contact our security team immediately.

Shopify Account Team",legitimate,641,2025-07-05T19:06:03,32,244,shopify.com
billing@microsoft.com,Payment Confirmation - Microsoft,"Dear Customer,

Your Microsoft subscription has been renewed.

Amount charged: $93.97
Next billing date: 2025-09-01
Payment method: Card ending in 6926

View your invoice or update billing information in your account.

Microsoft Billing Team",legitimate,642,2025-07-20T13:26:35,32,241,microsoft.com
security@google.com,Password Reset Request - Google,"Hi,

We received a request to reset your password for your Google account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Google Security Team",legitimate,643,2025-08-02T05:45:57,31,278,google.com
pharmacy@get-rich-quick.net,Weight Loss Pills - 84% OFF No Prescription!,"Get Weight Loss Pills at 84% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,644,2025-07-09T19:03:43,44,233,get-rich-quick.net
prince@amazing-deals.biz,"Urgent Business Proposal - $3,703,905","Dear Friend,

I am writing to you from Dominica. I am a prince/businessman/lawyer with access to $3,703,905 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($1,111,172).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Joseph Douglas",spam,645,2025-07-18T14:49:35,37,466,amazing-deals.biz
lottery@fake-rolex.shop,"YOU WON $2,763,825!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $2,763,825 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 202183

Contact our claims department immediately!

Dr. Key, Lottery Commissioner",spam,646,2025-08-03T08:31:41,31,363,fake-rolex.shop
pharmacy@work-from-home.org,Generic Viagra - 61% OFF No Prescription!,"Get Generic Viagra at 61% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,647,2025-07-09T21:42:19,41,230,work-from-home.org
alert@pharmacy-online.info,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,648,2025-07-08T23:00:09,54,383,pharmacy-online.info
lottery@get-rich-quick.net,"YOU WON $3,178,562!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $3,178,562 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 789681

Contact our claims department immediately!

Dr. Garza, Lottery Commissioner",spam,649,2025-07-30T07:42:53,31,365,get-rich-quick.net
lottery@work-from-home.org,"YOU WON $8,659,608!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $8,659,608 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 844076

Contact our claims department immediately!

Dr. Ayala, Lottery Commissioner",spam,650,2025-07-25T05:35:19,31,365,work-from-home.org
security@github.com,Password Reset Request - Github,"Hi,

We received a request to reset your password for your Github account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Github Security Team",legitimate,651,2025-07-18T04:49:46,31,278,github.com
lottery@pharmacy-online.info,"YOU WON $6,074,575!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $6,074,575 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 913672

Contact our claims department immediately!

Dr. Moody, Lottery Commissioner",spam,652,2025-07-06T10:48:39,31,365,pharmacy-online.info
alert@pharmacy-online.info,⚠️ URGENT: Your computer is infected with 247 viruses!,"⚠️ URGENT ALERT ⚠️

Your computer is infected with 247 viruses!

IMMEDIATE ACTION REQUIRED:
1. Do not turn off your computer
2. Call this number NOW: 1-800-FAKE-NUM
3. Give us remote access to fix the problem

Failure to act within 1 hour will result in:
- Complete data loss
- Identity theft
- Legal consequences

Microsoft Certified Technician Team
(We're definitely not Microsoft)",spam,653,2025-07-19T21:02:27,54,383,pharmacy-online.info
security@arnazon.com,Account will be suspended - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,654,2025-07-21T12:15:41,48,256,arnazon.com
security@arnazon.com,Security breach detected - Account Verification,"Click now or lose access

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,655,2025-07-25T07:03:43,47,255,arnazon.com
security@linkedin.com,Password Reset Request - Linkedin,"Hi,

We received a request to reset your password for your Linkedin account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Linkedin Security Team",legitimate,656,2025-07-05T17:12:49,33,282,linkedin.com
pharmacy@crypto-profits.investment,Pain Relief - 78% OFF No Prescription!,"Get Pain Relief at 78% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,657,2025-07-16T19:06:09,38,227,crypto-profits.investment
security@dropbox.com,Password Reset Request - Dropbox,"Hi,

We received a request to reset your password for your Dropbox account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Dropbox Security Team",legitimate,658,2025-07-17T13:22:11,32,280,dropbox.com
lottery@get-rich-quick.net,"YOU WON $7,832,623!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $7,832,623 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 838446

Contact our claims department immediately!

Dr. Torres, Lottery Commissioner",spam,659,2025-07-11T00:20:33,31,366,get-rich-quick.net
support@shopify.com,Re: Technical Problem - Ticket #96395,"Thank you for contacting Shopify support. We have received your inquiry about technical problem and will respond within 24 hours. Your ticket number is 20318. Best regards, Customer Support Team",legitimate,660,2025-07-30T03:43:40,37,194,shopify.com
opportunity@guerrillamail.com,Make $3871/Week From Home - No Experience!,"Make $3871/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,661,2025-08-03T07:22:15,42,295,guerrillamail.com
prince@amazing-deals.biz,"Urgent Business Proposal - $22,890,132","Dear Friend,

I am writing to you from Canada. I am a prince/businessman/lawyer with access to $22,890,132 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($6,867,040).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Cheyenne Richardson",spam,662,2025-07-10T00:28:54,38,470,amazing-deals.biz
pharmacy@tempmail.com,Pain Relief - 70% OFF No Prescription!,"Get Pain Relief at 70% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,663,2025-07-09T02:41:43,38,227,tempmail.com
security@microsooft.com,Account will be suspended - Account Verification,"Verify immediately

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,664,2025-07-29T03:19:01,48,249,microsooft.com
opportunity@guerrillamail.com,Make $3668/Week From Home - No Experience!,"Make $3668/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,665,2025-08-01T05:50:37,42,295,guerrillamail.com
lottery@lottery-winner.net,"YOU WON $4,700,621!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $4,700,621 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 684944

Contact our claims department immediately!

Dr. Gardner, Lottery Commissioner",spam,666,2025-07-16T06:36:31,31,367,lottery-winner.net
security@stripe.com,Password Reset Request - Stripe,"Hi,

We received a request to reset your password for your Stripe account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Stripe Security Team",legitimate,667,2025-07-28T21:17:06,31,278,stripe.com
